"file_id","file_name","file_name_original","file_path","file_size","file_date","file_mtime","file_hash","file_hash_sha256","file_remote_uri","file_thumbnail","file_display_name","file_description","file_tags","file_requirement","file_version","file_author","file_language","file_platform","file_license","file_user_roles","file_password","file_offline","file_direct_linking","file_force_download","file_category","file_category_name","file_sec_cat1","file_sec_cat2","file_sec_cat3","file_update_of","file_post_id","file_attach_order","file_wpattach_id","file_added_by","file_hits","file_ratings","file_rating_sum","file_last_dl_ip","file_last_dl_time","file_rescan_pending","file_scan_lock","file_custom_reqver","file_custom_tested","file_edit_permissions"
"329","ConvertToUTF8.jsee",,"macros/ConvertToUTF8.jsee","2060","2006-12-20 15:07:44","1420541212","4ea10bac757c75b0ddb9ac34def6b843",,,,"開いている文書をUTF-8に一括変更するマクロ ","開いている文書の文字コードを一括してUFT-8に変換します。

ソースの文字コード指定を変更すれば、別の文字コードに一括変換も可能。

使用上の注意。
Undo出来ません。必ずバックアップ取ってから使ってください。

元の記事: <a href=""http://d.hatena.ne.jp/takuya_1st/20061210/1165773416"" target=""_blank"">http://d.hatena.ne.jp/takuya_1st/20061210/1165773416</a>",",,",,"1.0","takuya",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3429","3","2182","0","0","157.55.39.214","2023-08-14 08:23:33","0","0",,,
"1","CssAutoComplete.jsee",,"macros/CssAutoComplete.jsee","46754","2006-10-10 12:50:36","1420541212","8cae06bca92c9ca4d404b642d1dcc34b",,,,"Auto complete macro for CSS, PHP and JavaScript","A macro file to auto-complete CSS keywords.

Screenshot at http://d.hatena.ne.jp/takuya_1st/20060929

10/10/2006 Several bugs fixed, PHP and JavaScript auto complete added.
",",,",,,"takuya_1st",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3102","3","6064","0","0","31.173.86.94","2023-08-15 12:24:44","0","0",,,
"10","DCMT.jsee",,"macros/DCMT.jsee","2796","2008-09-01 15:26:23","1420541216","2d5f90fedda09d5520fd46ed5828b255",,,,"Macro - Remove comments (css html javascript c++ java c#), multiline, singleline ","1> Copy to your Emeditor Macros directory.
2> Macros -> Customize -> New -> DCMT.js
3> Enjoy the decomment fun!

feature:
1> Multiline support.
2> CSS, HTML, Javascript, C#, C-like, Java decomment are supported;

Suggestion:
Define the shortcut for keybord:
Properties for All Configurations -> Keybord -> Catagory -> My Macros ->DCMT.js -> Press new ShortcutKey -> Shift + Ctrl + / -> Assign",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3112","3","2166","0","0","17.241.227.95","2023-08-11 02:39:21","0","0",,,
"21","DocumentOrSelectionStatistics.jsee",,"macros/DocumentOrSelectionStatistics.jsee","3184","2006-10-20 15:41:31","1420541208","3d1d813a9b53ad247af335f9787bb6a3",,,,"Macro to display document or selection statistics ","This macros display document or selection statistics including number of words, lines, and characters.",",,",,,"Vlad",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3122","3","1885","0","0","194.0.226.1","2023-08-16 07:19:07","0","0",,,
"11","DuplicateLines.vbee",,"macros/DuplicateLines.vbee","1764","2006-10-08 15:27:16","1420541206","0094d6eed10c95118f8e005d8e41d1f2",,,,"Macro that duplicates one or more lines ","This macro duplicates one or more lines. If duplicating a single line, the cursor can be anywhere in the line to be duplicated. If duplicating more than one line, make a selection starting anywhere in the first line and ending anywhere in the last line. Selections must be made from left to right and/or top to bottom.",",,",,,"TheXman",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3113","3","2799","0","0","64.124.8.34","2023-08-16 20:58:14","0","0",,,
"22","EducateQuotes.jsee",,"macros/EducateQuotes.jsee","246","2006-10-11 15:42:20","1420541208","071ba78f6cd5d44edc1f0b9cf434a060",,,,"Macro to educate quotes ","This macro converts stupefied quotes to educated quotes. For example, 'abc' will be converted to ‘abc’.",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3123","3","1794","0","0","172.56.221.190","2023-08-10 11:00:43","0","0",,,
"23","EvaluateSelectionCalculator.jsee",,"macros/EvaluateSelectionCalculator.jsee","2942","2006-10-21 15:43:41","1420541216","72f1065ce2b188b3e9b1cd17efff0b75",,,,"Macro to evaluate selection (Calculator) ","This macro works as a calculator. It uses eval() method to evaluate selected
text as an expression. The result is displayed and copied to the clipboard.
Functions: pow(), sqrt(), exp(), log(), abs(), sin(), cos(), tan(), asin(), acos(), atan(), atan2(), ceil(), floor(), round(), random(), min(), max()
Constants: PI, E, LN2, LN10, LOG2E, LOG10E, SQRT1_2, SQRT2
See JScript or JavaScript reference (Math object) for details.
Examples of expressions:
(4*3.1-3.4)/1.5+6
7 % sqrt( pow (5,2) - 9*sin(PI/2) )
0xff * 1e-3
111111111*111111111==12345678987654321
a=1; b=3; a/b",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3124","3","2292","0","0","82.132.229.20","2023-08-15 05:56:31","0","0",,,
"12","ExtractLinesContain.jsee",,"macros/ExtractLinesContain.jsee","1782","2006-10-07 15:28:19","1420541214","0e893b15e0f19cb9103beee070ccc0f6",,,,"Macro that extracts lines that contain the specified string ","This macro extracts lines that contain a certain string, and you can enter the string in the prompt box. [JavaScript]",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3114","3","5701","0","0","121.84.60.140","2023-08-15 12:29:22","0","0",,,
"13","ExtractLinesNotContain.jsee",,"macros/ExtractLinesNotContain.jsee","1792","2006-10-07 15:29:22","1420541210","e5cdd0993474cdb38573fcb8171a2d1e",,,,"Macro that extracts lines that do not contain the specified string ","This macro extracts lines that do not contain a certain string, and you can enter the string in the prompt box. [JavaScript]
",",,",,,"Emurasoft",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3115","3","2931","0","0","172.105.235.47","2023-08-15 01:16:46","0","0",,,
"9","FHTML.jsee",,"macros/FHTML.jsee","36910","2008-09-01 14:22:07","1420541212","356c9988cab48a64f2b9a046073fded4",,,,"Macro - Format HTML, Javascript, CSS, XML for EmEditor ","1> copy to your Emeditor Macros directory.
2> Macros -> Customize -> New -> FHTML.js
3> Enjoy the format fun!

feature:
1> Format HTML, Javascript, CSS ,XML
2> Format HTML with inline CSS, Javascript

!Caution:
1> Javascript is the only script tag which supported
2> If you want format with perfect result, make sure your source HTMl code is XHTML protocal compatible.
3> The Originally Javascript format code from Author: Einars ""elfz"" Lielmanis, <elfz@laacz.lv> And Vital, <vital76@gmail.com> 

Suggestion:
Define the shortcut for keybord:
Properties for All Configurations -> Keybord -> Catagory -> My Macros ->FHTML.js -> Press new ShortcutKey -> Ctrl + Shift + F -> Assign",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3111","3","7482","0","0","112.134.112.246","2023-08-16 23:09:57","0","0",,,
"14","FindAll.vbee",,"macros/FindAll.vbee","1614","2006-10-08 15:30:31","1420541216","416b5515514f750cc81d07eda21b8867",,,,"Macro that finds occurrences of a string in the current file ","This macro finds all occurrences of a string in the current file. If nothing selected, prompt for search string get full file name. If tabs aren't enabled, enable tabs open a new file within the window find all occurrences of string within the file.",",,",,,"TheXman",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3116","3","2718","0","0","172.105.235.47","2023-08-15 01:16:43","0","0",,,
"322","FindInCurrentFile.jsee",,"macros/FindInCurrentFile.jsee","11070","2007-04-21 15:02:04","1420541214","50deb7f25fffe7938611ebaab52d1af7",,,,"このファイルから検索するマクロ ","開いているファイルから検索します。",",,",,"1.00","vanityduck",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3422","3","2124","0","0","40.77.167.91","2023-08-17 08:43:09","0","0",,,
"323","Fullwindow.jsee",,"macros/Fullwindow.jsee","780","2008-08-13 15:02:44","1420541220","4d0009d6ae0af28db9279dd00ec407b1",,,,"フルウィンドウ編集マクロ ","メニューバー、ツールバー、ステータスバー、カスタムバーのすべてを隠して、ウィンドウ全体で編集するマクロです。もう一度実行すると元に戻ります。",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3423","3","1092","0","0","182.22.30.99","2023-08-06 21:29:01","0","0",,,
"25","GenerateCheckboxList.jsee",,"macros/GenerateCheckboxList.jsee","1868","2006-10-28 15:46:07","1420541212","c27c8c2fadcdbc29593e4a13a61721d0",,,,"Macro to generate an HTML Checkbox List ","This macro will generate an HTML Checkbox List of user specified dimention.",",,",,,"Bonzo",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3126","3","1781","0","0","52.167.144.176","2023-08-09 20:55:41","0","0",,,
"26","GenerateHtmlList.jsee",,"macros/GenerateHtmlList.jsee","1822","2006-10-24 15:46:59","1420541212","69b899c55c1f9eae2d14360a7b37ec35",,,,"Macro to generate an HTML List ","This macro will generate an HTML List from user specified values.
",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3127","3","2214","0","0","95.244.138.134","2023-08-16 10:35:14","0","0",,,
"27","GenerateRadioList.jsee",,"macros/GenerateRadioList.jsee","1864","2006-10-25 15:48:01","1420541214","c74914fb0d847ae133a45fbd72fbada1",,,,"Macro to generate an HTML Radio Button List ","This macro will generate an HTML Radio Button List of user specified dimension.",",,",,,"Bonzo",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3128","3","1613","0","0","182.22.30.103","2023-08-07 01:52:57","0","0",,,
"307","GrepSortUniq.jsee",,"macros/GrepSortUniq.jsee","13564","2007-02-16 14:33:13","1420541218","07083db602a2ed613bd3889120a869fb",,,,"対象テキストに対して Grep, Sort, Uniq を行うマクロ ","対象テキストに対して Grep, Sort, Uniq を行います。
内部の設定を変更することで、挙動を多少カスタマイズできます。",",,",,"1.0.0","kokoromati",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3407","3","6599","0","0","202.19.228.74","2023-08-06 22:16:42","0","0",,,
"15","Highlight.jsee",,"macros/Highlight.jsee","1282","2008-03-09 15:31:21","1420541214","83d6995f5f0a6ab23ffbad1b709312b2",,,,"Macro that highlights occurrences of a string in the current file","Highlights occurrences of the selected string, in the current file.",",,",,,"roku",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3117","3","2288","0","0","52.167.144.16","2023-08-16 01:45:15","0","0",,,
"32","Hypersearch.vbee",,"macros/Hypersearch.vbee","2584","2006-11-21 15:58:43","1420541204","284217e7503c9cbc084285a38bb2ffb8",,,,"Macro to search a specified string in document","This macro shows the content of the lines that match the search string.",",,",,,"Dan",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3133","3","2720","0","0","40.77.167.91","2023-08-16 17:13:32","0","0",,,
"33","HypersearchSelected.vbee",,"macros/HypersearchSelected.vbee","2982","2006-11-21 16:00:04","1420541210","264a171af6e6495a2f0e3962c87b0d8e",,,,"Macro to search selected text in document ","This macro shows the content of the lines that match the selected text.",",,",,,"Dan",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3134","3","3010","0","0","40.77.167.92","2023-08-12 12:25:35","0","0",,,
"334","ImportHidemaruKey.jsee",,"macros/ImportHidemaruKey.jsee","44888","2007-12-10 15:14:44","1420541218","803b80d8f17133f43c0130134e0f8014",,,,"秀丸エディタのキー割り当てをインポートするマクロ ","秀丸エディタのキー割り当てを EmEditor にインポートします。

使い方: 秀丸エディタの [その他] メニューの [キー割り当て] を選択し、[一覧表作成] ボタンをクリックして、KEY.TXT ファイルを作成し、EmEditor で開きます。KEY.TXT を EmEditor で開いて表示している状態で、このマクロを実行すると、現在の設定に秀丸エディタのキー割り当てをインポートします。

EmEditro Professional Version 7 以上が必要です。",",,",,,"Emurasoft",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3434","3","1657","0","0","162.120.154.79","2023-08-13 13:19:32","0","0",,,
"308","InsertLineNum.jsee",,"macros/InsertLineNum.jsee","4352","2013-01-14 14:34:30","1420541206","597ba425df436c4637110b2c8b2bee78",,,,"選択範囲に連番を挿入するマクロ ","選択範囲の各行・先頭列位置に連番を挿入するマクロ。矩形選択での使用を想定しています。(通常選択でも動作します。)

[2012/12/25 追記]
処理の最後で選択モードを通常選択に戻す処理を追加

[2012/12/29 更新]
format関数の不具合修正

[2013/01/12 更新]
派生バージョンとしてハッシュタグ機能を追加したものを公開しました。<a href=""http://app-pack.com/blog/archives/565"" target=""_blank"">http://app-pack.com/blog/archives/565</a> を参照ください。",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3408","3","1124","0","0","157.55.39.214","2023-08-13 02:56:55","0","0",,,
"315","MoveLine.zip",,"macros/MoveLine.zip","1767","2009-10-13 14:51:59","1420541204","52c349774d6a357570b4b7b4b59850c3",,,,"MoveLine 選択行を上下に移動させるマクロ ","選択してる文字列の行を上下に移動させるマクロです。
それぞれ上と下のマクロがあるので、[マクロ]→[カスタマイズ]から新規追加して、キーボードマップから任意のショートカットに設定すると使える。
例えば、Ctrl+上にMoveLineUp.jseeという感じで設定する。
詳しい挙動はこちらを見てください。
<a href=""http://efcl.info/2009/0920/res1338/"" target=""_blank"">http://efcl.info/2009/0920/res1338/</a>",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3415","3","1064","0","0","139.162.107.236","2023-08-17 05:55:29","0","0",,,
"28","MoveLineUpDown.zip",,"macros/MoveLineUpDown.zip","1733","2009-06-01 15:49:19","1420541204","25e9c5dd6de357b1ab875c55e6339c79",,,,"Macro to move current line up and down ","Macro to move current line up and down.
You can map the up macro to Alt-Shift-Up, and map the down macro to Alt-Shift-Down.
The caret status and the data on the clipboard before the macro is executed are saved and restored after that.",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3129","3","1756","0","0","82.168.108.31","2023-08-09 12:31:44","0","0",,,
"38","MySQLQueryOptimizer.jsee",,"macros/MySQLQueryOptimizer.jsee","2726","2007-12-20 16:06:12","1420541216","011fec93268e8b5544e85c324421d994",,,,"MySQL Query Optimizer macro ","Converts multi-line queries with multiple INSERT statements to one query with each INSERT separated by commas. This is a common technique in MySQL; don't know about other RDBMS.",",,",,,"Yale J. Kaul",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3139","3","2306","0","0","40.77.167.241","2023-08-15 21:38:58","0","0",,,
"20","NewAsSameConfig.jsee",,"macros/NewAsSameConfig.jsee","176","2006-10-27 15:41:00","1420541210","2876fd158d7547a354b06f325675daa6",,,,"Macro to create a new document as the same configuration as the active document ","This macro will create a new document as the same configuration as the active document.",",,",,,"mono",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3121","3","1660","0","0","64.124.8.34","2023-08-16 16:47:18","0","0",,,
"317","OpenURL.jsee",,"macros/OpenURL.jsee","3872","2006-11-29 14:54:06","1420541214","838eeed5eda347360d654ee5801c3d65",,,,"URLをEmEditorで開くマクロ ","カーソル位置のURLをEmEditorで開く。
（XmlHttp版）
<a href=""http://www.livedoor.com/"" target=""_blank"">http://www.livedoor.com/</a> のように
URLにカーソルがある時,このマクロを実行すると、
そのコンテンツを新規タブで開きます。
ソース表示が出来ない場合に有効かもしれません。
HTMLを編集時にリンクしたCSS や JS の中身確認に便利です。

注意）文字コードの処理が正しくできません。

元の記事: <a href=""http://d.hatena.ne.jp/takuya_1st/20061128/1164742030"" target=""_blank"">http://d.hatena.ne.jp/takuya_1st/20061128/1164742030</a>",",,",,,"takuya",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3417","3","1807","0","0","91.214.67.229","2023-08-14 10:44:07","0","0",,,
"35","PopupFunctionList.jsee",,"macros/PopupFunctionList.jsee","1400","2006-10-13 16:02:23","1420541208","394068ff74ac809ecc97841a60cc6a08",,,,"Macro to show popup menu with PHP function list ","This macro shows popup menu with list of functions in a PHP file.",",,",,,"zalifa",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3136","3","2142","0","0","64.124.8.24","2023-08-13 16:10:30","0","0",,,
"510","PopupMacros.jsee",,"macros/PopupMacros.jsee","4444","2017-07-06 16:03:25","1499382205","d6a3e7f6b2111b2c6d4f85fef4905e93",,,NULL,"Popup Macros","This macro displays a popup menu enumerating all macro files including sub folders within the specified root folder. This replaces Aye Wong's MacroPopupMenu2 plug-in which does not work anymore in newer versions of EmEditor.

Running this macro requires EmEditor v17.0.0 or later.

このマクロは、ポップアップ メニューを表示して、指定したルート フォルダ内のサブフォルダを含むすべてのマクロ ファイルを列挙します。これは新しいバージョンの EmEditor では使用できなくなった Aye Wong さんの MacroPopupMenu2 プラグインの代わりとしてお使いください。

このマクロを実行するには、EmEditor v17.0.0 以上が必要です。
",",,",,"1.0",,"en","win8","free",,,"0","1","0","2","Macros","0","0","0","0","3666","37","22009","4","641","0","0","45.130.86.4","2023-08-13 07:23:53","0","0",,,
"311","Property.jsee",,"macros/Property.jsee","25196","2008-08-05 14:38:16","1420541216","e709cae5fab558ea4c012dac227c2390",,,,"設定変更マクロ ","各種設定をポップアップメニューから手軽に変更します。

V7から追加された設定APIを最大限に活用しています。項目が多すぎるという方はマクロを改造して必要な項目だけに絞り込んでも良いかもしれません。",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3411","3","1465","0","0","64.124.8.30","2023-08-14 03:22:47","0","0",,,
"16","PutHeader.jsee",,"macros/PutHeader.jsee","5596","2008-07-27 15:32:59","1420541218","9b7a8a3f2bd15a34876317bd9bfc4d37",,,,"Macro to add file information to the header ","This macro add the file information to the header.

",",,",,,"planetcall",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3118","3","2305","0","0","64.124.8.26","2023-08-11 07:00:21","0","0",,,
"29","RescanMacros.jsee",,"macros/RescanMacros.jsee","4858","2006-10-21 15:50:26","1420541216","9258109ec0f66c2efb73475730adf5f1",,,,"Macro to rescan macros ","This macro simplifies management of macro files.
It scans EmEditor Macros folder (Macros -> Customize -> Options -> folder)
for .jsee, .vbee, .py files and appends new macros to the list of macros in the menu.
It also removes from the menu macros that no longer exist.
Handy after you add new macro files or rename existing ones.

Note: This macro does not work if the MacroFolder value does not exist in the registry key HKCU\Software\EmSoft\EmEditor v3\Common. In this case, you can make it work by selecting Customize on the Macros menu, and click OK.",",,",,,"Vlad",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3130","3","1777","0","0","116.179.37.109","2023-08-15 10:08:58","0","0",,,
"305","ReverseCase.jsee",,"macros/ReverseCase.jsee","550","2006-11-29 14:26:05","1420541202","309b912d1c12a4fb67bd0e189f83dd80",,,,"大文字と小文字を入替えるマクロ ","選択範囲の大文字と小文字を入替えるマクロです。

元の記事: <a href=""http://d.hatena.ne.jp/takuya_1st/20061128/1164747403"" target=""_blank"">http://d.hatena.ne.jp/takuya_1st/20061128/1164747403</a>",",,",,"1.0","takuya",,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3405","3","2185","0","0","157.55.39.214","2023-08-13 05:15:13","0","0",,,
"310","ReverseRowCol.jsee",,"macros/ReverseRowCol.jsee","2104","2012-12-28 14:37:30","1420541204","7fdcbfd7121d896ecd89654890b534ca",,,,"選択文字列の行列逆転マクロ ","選択文字列の行列逆転マクロです。具体的な動きは下記の通り。

・単一行選択時は、それがカンマまたはタブ区切りの項目リストとみなし、項目を縦並び表示に変換。
・複数行選択時は、縦表示された項目リスト選択とみなし、タブ区切りの項目リストへ変換。",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","0","0","3410","3","914","0","0","64.124.8.34","2023-08-16 19:16:45","0","0",,,
"513","RoundNum.zip",,"macros/RoundNum.zip","514","2018-11-20 09:45:27","1542735927","11a02b071441ea7dc76be9ad50da2331","b9edf95618fc1a1241cfa650489f586ddd6e31c70ae6a2fb3eb1d67c80db3ed7",,,"A macro to round numbers to 2 decimal places in CSV","A macro to round numbers to 2 decimal places at the current column in CSV file.

CSV ファイルの現在の列の数値を小数点以下2桁に四捨五入するマクロ",",,",,,,,,"free",,,"0","1","0","2","Macros","0","0","0","0","3666","37","23986","4","338","0","0","40.77.167.133","2023-08-07 18:17:41","0","0",,,
